ID,month,B1_mean,B1_std,B1_min,B1_max,B1_median,B2_mean,B2_std,B2_min,B2_max,B2_median,B3_mean,B3_std,B3_min,B3_max,B3_median,B4_mean,B4_std,B4_min,B4_max,B4_median,B5_mean,B5_std,B5_min,B5_max,B5_median,B6_mean,B6_std,B6_min,B6_max,B6_median,B7_mean,B7_std,B7_min,B7_max,B7_median,B8_mean,B8_std,B8_min,B8_max,B8_median,B8A_mean,B8A_std,B8A_min,B8A_max,B8A_median,B9_mean,B9_std,B9_min,B9_max,B9_median,B11_mean,B11_std,B11_min,B11_max,B11_median,B12_mean,B12_std,B12_min,B12_max,B12_median,Crop,class,base_id,submission_id,Crop_encoded,month_num,NDVI,EVI,SAVI,NDWI,NDBI,NBR,NDRE,MTCI,MCARI,GNDVI,PSRI,SIPI,ARVI,MSI,NDMI,CIrededge,CIgreen,B8_B4,B11_B8,B2_B3,B4_B3,B5_B4,B6_B5,B7_B6,B8A_B8,B11_B12,var_vis_ratio,var_nir_ratio,var_swir_ratio,var_rededge_ratio,mean_vis,mean_nir,mean_swir,mean_rededge,min_vis,min_nir,min_swir,min_rededge,max_vis,max_nir,max_swir,max_rededge,range_vis,range_nir,range_swir,range_rededge,median_vis,median_nir,median_swir,median_rededge,median_mean_ratio_vis,median_mean_ratio_nir,median_mean_ratio_swir,median_mean_ratio_rededge,month_sin,month_cos,season,growth_phase,std_to_mean_B4,std_to_mean_B8,std_to_mean_B11,dynamic_range_B4,dynamic_range_B8,dynamic_range_B11,MSAVI,EVI2,IRECI,S2REP,cv_vis,cv_nir,cv_swir,cv_rededge,log_B4_mean,log_B8_mean,log_B11_mean,NDVI_season,NDVI_month,rededge_ratio1,rededge_ratio2,rededge_ratio3,vis_nir_ratio,nir_swir_ratio,vis_swir_ratio,LAI_approx,TCARI,MCARI2,WDRVI,MTVI2,CCCI,B8_B11_B4,B8_B11_B2,texture_homogeneity
ID_t4Tmmn_Jan,Jan,2530.2866,10.403985,2501.0,2600.0,2529.0,2249.944,24.179565,2187.0,2366.0,2247.0,2119.3372,44.42235,1989.0,2293.0,2116.0,1885.4717,62.233242,1756.0,2265.0,1876.0,2182.2764,77.00165,1893.0,2416.0,2183.0,3226.1155,231.12544,2420.0,3836.0,3223.5,3708.2402,310.67053,2684.0,4596.0,3707.0,3550.978,313.66824,2489.0,4545.0,3546.0,4069.9988,353.09506,2812.0,5067.0,4075.0,1433.3107,37.41481,1271.0,1497.0,1434.0,2978.021,241.32278,1977.0,3596.0,2988.0,1940.8265,145.27899,1460.0,2422.0,1937.0,Rubber,3,t4Tmmn,ID_t4Tmmn,2,1,0.30635918511303434,-2.071760460565723,0.4594965169532468,-0.25247993268522356,-0.08775571875566222,0.2931917004693084,0.23873030996147668,4.611455276820075,328.9573352175502,0.25247993268522356,-0.06585946181587153,0.7811642621826168,0.4002341571947856,0.8386481132803414,0.08775571875566222,0.6271898463457699,0.6755134576980011,1.883336673788315,0.8386481132803414,1.0616262480552883,0.8896515854107596,1.1574166825203476,1.4783257977770368,1.1494443394850558,1.146162775438203,1.5344086655865428,43.611719,333.38165000000004,193.300885,206.26587333333336,2084.917633333333,3810.4884,2459.42375,3038.877366666667,1756.0,2489.0,1460.0,1893.0,2366.0,5067.0,3596.0,4596.0,610.0,2578.0,2136.0,2703.0,2079.6666666666665,3810.5,2462.5,3037.8333333333335,0.9974814512656448,1.0000030442291858,1.0012508011277033,0.999656441110528,0.49999999999999994,0.8660254037844387,2,4,0.033006722933046406,0.08833291560803813,0.08103461325490988,1.289863325740319,1.8260345520289272,1.8189175518462317,0.4689924242657071,0.5155019194687018,2694.6456969253527,725.6068964555936,0.08856844442522224,0.09631393373533606,0.2982028877127786,0.2566811099521502,7.542463537966639,8.175259910399186,7.999350002033854,0.6127183702260687,0.30635918511303434,0.6764408775817233,0.8699855796827831,0.5884938090040661,0.547152337042499,1.5493419545940386,0.8477260713341217,-7.613629346326786,846.7059719613094,0.4863709106458127,-0.6830289799089027,0.48637091064581256,0.7792497224243324,0.0006324121535033887,0.0005299666205766433,0.0017504114438371369
ID_h14T0B_Jan,Jan,2573.0923,8.352156,2555.0,2605.0,2573.0,2267.8613,15.180915,2220.0,2401.0,2268.0,2097.7573,22.33317,2015.0,2248.0,2097.0,1835.7655,23.662539,1762.0,1993.0,1832.0,2043.4825,43.858723,1879.0,2180.0,2042.0,3151.499,138.042,2641.0,3540.0,3158.0,3691.4587,193.842,2961.0,4268.0,3708.0,3512.7056,212.82838,2738.0,4278.0,3520.0,4005.8394,225.2199,3117.0,4567.0,4023.0,1399.4937,20.399603,1342.0,1446.0,1402.0,2664.9092,129.55461,2061.0,3011.0,2675.0,1741.4237,75.16728,1464.0,1972.0,1735.0,Rubber,3,h14T0B,ID_h14T0B,2,1,0.31353634873337916,-1.690013265213589,0.4702605609516192,-0.25219813858852885,-0.1372368507016656,0.3371218709825051,0.2644300505233075,7.073196223708214,243.30339318976215,0.25219813858852885,-0.07458404712310655,0.7423308083574361,0.42898187613952093,0.7586486040845553,0.1372368507016656,0.7189800255201597,0.6745052442434591,1.913482740578794,0.7586486040845553,1.0810885034222022,0.8751086219554568,1.1131500728170347,1.5422197156080366,1.1713342444341568,1.1403857471004686,1.5303048878914418,20.392208,219.02414,102.360945,125.24757433333333,2067.128033333333,3759.2725,2203.16645,2962.1467333333335,1762.0,2738.0,1464.0,1879.0,2401.0,4567.0,3011.0,4268.0,639.0,1829.0,1547.0,2389.0,2065.6666666666665,3771.5,2205.0,2969.3333333333335,0.9992930449187949,1.0032526240116937,1.0008322339875864,1.002426145848593,0.49999999999999994,0.8660254037844387,2,4,0.012889739457463384,0.06058816315264223,0.048615018477927874,1.131101021566402,1.56245434623813,1.4609412906356138,0.4773572132967274,0.5293677117320459,2861.8866391597676,727.7474374253452,0.10530077511429402,0.09275684431290647,0.29639288460363467,0.28362776927031147,7.515761423283346,8.164426486068333,7.888300441644021,0.6270726974667583,0.31353634873337916,0.6484160394783562,0.8537272813048131,0.5535704625382915,0.5498744859100618,1.7063043511760083,0.9382532279090092,-6.232467993542765,659.4005985432784,0.5024075635928634,-0.6787702165276599,0.5024075635928634,0.8433792496198582,0.0007180292448908931,0.0005812230738104455,0.002917346103202933
ID_yipWoC_Jan,Jan,2559.1108,28.09847,2530.0,2823.0,2555.0,2277.1003,32.87494,2210.0,2638.0,2273.0,2145.3406,40.5667,2031.0,2529.0,2144.0,1892.4064,49.50023,1779.0,2340.0,1885.0,2193.619,57.613506,1995.0,2684.0,2192.0,3258.0647,129.00093,2751.0,3763.0,3266.0,3764.3198,168.19331,3109.0,4307.0,3775.0,3599.293,191.101,2943.0,4547.0,3606.0,4158.3516,191.06078,3365.0,4828.0,4170.0,1409.1418,15.461435,1363.0,1492.0,1411.0,2981.663,139.27408,2476.0,3731.0,2978.0,1906.5609,87.35511,1695.0,2477.0,1896.0,Rubber,3,yipWoC,ID_yipWoC,2,1,0.3108120957967947,-2.009500636643148,0.4661757000301191,-0.2530974995515815,-0.09385110613108492,0.30744224796811265,0.2426541262839829,4.666717129363113,337.9637689311768,0.2530974995515815,-0.0702733008954814,0.7746224617382315,0.4095512526861387,0.8284024112513207,0.09385110613108492,0.6408013424391381,0.6777256720914153,1.9019661949991291,0.8284024112513207,1.061416681341881,0.8821006790250462,1.1591690875701963,1.4852463896419568,1.1553852199436065,1.1553245595732273,1.5638960182179338,40.980623333333334,191.08089,113.314595,118.26924866666667,2104.9491,3878.8223,2444.11195,3072.0011666666664,1779.0,2943.0,1695.0,1995.0,2638.0,4828.0,3731.0,4307.0,859.0,1885.0,2036.0,2312.0,2100.6666666666665,3888.0,2437.0,3077.6666666666665,0.9979655406711101,1.0023661047839185,0.997090170112707,1.001844237580856,0.49999999999999994,0.8660254037844387,2,4,0.02615729369759054,0.05309403819027792,0.046710201655921546,1.315345699831366,1.54502208630649,1.5068659127625201,0.47419366330677803,0.5240948996404644,2780.2526190724,725.8709974590531,0.09287721058520311,0.10191601897840422,0.311038119746478,0.2609734224660985,7.546132813851749,8.188770510021195,8.000571804616166,0.6216241915935894,0.3108120957967947,0.6732889620025042,0.8655121969180195,0.5827398086634403,0.5426773740060223,1.58700680629625,0.8612326861705332,-7.38837330337491,870.0601026735908,0.4953553037818452,-0.6803946232348934,0.4953553037818452,0.7807100481785217,0.0006378877140036045,0.0005301228024350928,0.002887035150350655
ID_KbyKOr_Jan,Jan,2536.7947,12.369866,2515.0,2574.0,2535.0,2249.0908,21.845272,2194.0,2330.0,2247.0,2103.6067,39.32088,2016.0,2217.0,2099.0,1856.5856,43.562878,1759.0,2091.0,1847.0,2129.4001,71.961006,1988.0,2307.0,2131.0,3182.0857,119.994705,2848.0,3554.0,3168.0,3695.5625,145.90054,3196.0,4177.0,3684.0,3527.604,168.17665,2976.0,4144.0,3516.0,4070.137,177.59962,3490.0,4630.0,4050.0,1394.8013,16.091917,1363.0,1437.0,1395.0,2919.966,151.45697,2476.0,3402.0,2903.0,1859.1257,97.01495,1642.0,2223.0,1842.0,Rubber,3,KbyKOr,ID_KbyKOr,2,1,0.31035652979233863,-1.8988298246314164,0.4654915670533729,-0.2528758691270423,-0.09424294734295245,0.3097386341846705,0.24716331741742947,5.125108452813181,306.98629240342126,0.2528758691270423,-0.07002517856312662,0.7651101866981238,0.41339224090369164,0.8277476723577817,0.09424294734295245,0.656618688052095,0.6769313389237637,1.9000492086117653,0.8277476723577817,1.0691593632973313,0.8825725835537604,1.1469442076896426,1.4943578240650972,1.161364855761113,1.1537964578790592,1.5706124658488665,34.90967666666666,172.88813499999998,124.23596,112.61875033333335,2069.7610333333337,3798.8705,2389.54585,3002.3494333333333,1759.0,2976.0,1642.0,1988.0,2330.0,4630.0,3402.0,4177.0,571.0,1654.0,1760.0,2189.0,2064.3333333333335,3783.0,2372.5,2994.3333333333335,0.9973776199703311,0.9958223108684542,0.9928664896720856,0.9973300576172108,0.49999999999999994,0.8660254037844387,2,4,0.023463974944112457,0.04767446969671199,0.051869429301574066,1.1887436043206367,1.39247311827957,1.3739903069466881,0.4736625048708447,0.5232128977594115,2748.089518789978,726.500805416166,0.09587068486728349,0.10098495416400254,0.31392047567782444,0.26592558661821974,7.527032858975597,8.168657604287382,7.979669662470631,0.6207130595846773,0.31035652979233863,0.6691837683692805,0.8610558473845321,0.5762045967291853,0.5448359014431615,1.5897876577676884,0.8661733916230708,-6.987966305516465,800.693345564026,0.494636589282097,-0.6806653190582191,0.494636589282097,0.7963851045209452,0.0006507093605239805,0.0005371493354265781,0.003002698480083574
ID_XKiksa_Jan,Jan,2682.8823,279.12048,2526.0,3972.0,2577.0,2397.5918,364.70447,2194.0,4106.0,2256.0,2242.9766,404.0577,1995.0,4142.0,2089.0,2029.4625,500.2515,1749.0,4402.0,1837.0,2213.2996,486.69705,1868.0,4426.0,2049.0,3100.594,543.3094,2496.0,5221.0,2935.0,3519.4102,615.75507,2763.0,5771.0,3336.0,3330.7097,603.4086,2575.0,5508.0,3142.0,3770.8628,689.99316,2919.0,6128.0,3559.0,1361.729,102.036255,1259.0,1769.0,1327.0,2671.8386,785.5243,1980.0,5821.0,2401.0,1892.7155,639.4767,1446.0,4789.0,1669.0,Rubber,3,XKiksa,ID_XKiksa,2,1,0.24276220081138433,-1.315212760391967,0.36410933688502717,-0.19515506281722386,-0.10976523087702598,0.27529717473507614,0.20155271023805824,6.0782622223697045,206.96287728450238,0.19515506281722386,-0.0641046861574276,0.7170950300603912,0.33440748275620785,0.8021829701940101,0.10976523087702598,0.5048616554216159,0.4849507123703385,1.6411782430076929,0.8021829701940101,1.068933041922952,0.9048077006242509,1.0905841324981367,1.400892134078911,1.135076117672936,1.1321499438993436,1.4116430070974746,423.0045566666667,646.70088,712.5005000000001,548.5871733333333,2223.3436333333334,3550.78625,2282.27705,2944.4346,1749.0,2575.0,1446.0,1868.0,4402.0,6128.0,5821.0,5771.0,2653.0,3553.0,4375.0,3903.0,2060.6666666666665,3350.5,2035.0,2773.3333333333335,0.9268322879883509,0.9435938308029665,0.8916533599634627,0.9418899415641065,0.49999999999999994,0.8660254037844387,2,4,0.24649457676601563,0.18116517329624973,0.2940014041267313,2.5168667810177245,2.1390291262135923,2.93989898989899,0.39064592724980685,0.3966046750814274,2087.256013118965,727.1344643333712,0.0831397692967086,0.08765248591640248,0.24139191488127373,0.2264988993551129,7.616018878598263,8.111240874641203,7.890896332722162,0.48552440162276866,0.24276220081138433,0.7138308337047675,0.8809981854345936,0.6288836692011633,0.6261553010501077,1.5558085947540856,0.9741777990245896,-4.8764397670981365,570.9304591800876,0.4141455974976973,-0.7180391522664862,0.4141455974976973,0.8302474996700822,0.0006142505176052524,0.0005199377104498979,0.0005607877247589768
ID_KfCbOO_Jan,Jan,4412.24,496.0062,3406.0,5444.0,4367.0,4380.461,642.4509,2979.0,5801.0,4354.0,4334.2925,717.7535,2764.0,5924.0,4304.0,4563.704,887.0158,2609.0,6509.0,4527.0,4494.2993,856.8991,2595.0,6370.0,4436.0,5044.01,838.9768,3193.0,6873.0,4990.0,5500.9053,875.3424,3564.0,7432.0,5443.0,5142.392,824.89325,3298.0,6999.0,5103.0,5801.8687,929.70715,3688.0,7827.0,5728.0,1679.6248,141.35168,1402.0,2010.0,1662.0,5167.2896,983.6518,2716.0,7161.0,5151.0,4236.176,830.2943,2072.0,5860.0,4260.0,Palm,2,KfCbOO,ID_KfCbOO,1,1,0.059621087613392666,-4.412864143191067,0.08942702467476757,-0.08527238613884426,0.0024149727378583873,0.09662626533176488,0.06725261605090538,-9.337879134986531,-99.8638790933326,0.08527238613884426,0.04461182655853544,1.3166524966821491,0.039987000142274486,1.00484163789925,-0.0024149727378583873,0.14420327991951942,0.18644323150779507,1.1268022641258066,1.00484163789925,1.010651911471134,1.052929399665574,0.9847920241978884,1.122312882010328,1.0905817593541647,1.1282431794386738,1.219800499318253,749.0734000000001,877.3001999999999,906.9730500000001,857.0727666666667,4426.152499999999,5472.130349999999,4701.7328,5013.071533333334,2609.0,3298.0,2072.0,2595.0,6509.0,7827.0,7161.0,7432.0,3900.0,4529.0,5089.0,4837.0,4395.0,5415.5,4705.5,4956.333333333333,0.9929617201395571,0.989651132853588,1.0008012365143337,0.9886819488565578,0.49999999999999994,0.8660254037844387,2,4,0.1943631313512007,0.16041041795335712,0.19036126792661281,2.494825603679571,2.1221952698605215,2.63659793814433,0.11252313498425792,0.08987914326747368,1051.8330920268268,739.2547220747203,0.02741414108935785,0.0852173498762738,0.140032785490281,0.10054029198388921,8.426108949743876,8.545468062975308,8.550297081044118,0.11924217522678533,0.059621087613392666,0.8910171272459808,0.916941798652669,0.8170108472872637,0.80885363046953,1.1638539625220727,0.9413875029223268,-16.08374247006528,-302.7581522744562,0.05778574622636478,-0.7974616179243597,0.057785746226364794,1.1280004901453433,0.00021806446925788842,0.00022718652000556618,0.00039457901309593936
ID_zNx6qQ_Jan,Jan,2474.249,10.6604395,2460.0,2520.0,2472.0,2178.7156,18.481964,2134.0,2319.0,2177.0,2017.11,28.504507,1928.0,2164.0,2017.0,1758.7551,29.652887,1685.0,1967.0,1755.0,1991.0884,50.215374,1824.0,2148.0,1996.0,3102.2307,147.93787,2585.0,3636.0,3100.0,3639.9497,200.57928,3041.0,4508.0,3639.0,3476.376,229.995,2706.0,4458.0,3465.0,3977.7048,232.96983,3252.0,4961.0,3981.0,1369.7843,14.622535,1335.0,1409.0,1370.0,2658.695,133.96967,2154.0,3065.0,2677.0,1704.2468,67.88509,1479.0,1929.0,1711.0,Rubber,3,zNx6qQ,ID_zNx6qQ,2,1,0.3280951073030435,-1.8585266598812948,0.4920956615908252,-0.26563570017289573,-0.13327979415397148,0.34206875667535575,0.27165930883793227,6.3929174164874345,268.9165761313829,0.26563570017289573,-0.07431730629828298,0.7554987250096923,0.4439264104162789,0.764789251795548,0.13327979415397148,0.7459676828010249,0.7234439371179562,1.9766117522558997,0.764789251795548,1.080117395679958,0.8719182890372861,1.1321009957554635,1.5580577436943532,1.1733330148528283,1.1442101774951845,1.56004106916909,25.546452666666667,231.482415,100.92738,132.91084133333334,1984.8602333333336,3727.0404,2181.4709000000003,2911.0896000000007,1685.0,2706.0,1479.0,1824.0,2319.0,4961.0,3065.0,4508.0,634.0,2255.0,1586.0,2684.0,1983.0,3723.0,2194.0,2911.6666666666665,0.9990627887535388,0.9989159226715117,1.0057434183513516,1.0001982304724204,0.49999999999999994,0.8660254037844387,2,4,0.01686015693714264,0.06615941428660191,0.05038925864004709,1.167359050445104,1.647450110864745,1.4229340761374187,0.49404780084614686,0.5577858788270206,2931.0098139260012,727.3096897670082,0.10672263248839996,0.09511380506745092,0.3093769412698993,0.28885565898932963,7.472929930622982,8.154033265361699,7.885966733547459,0.656190214606087,0.3280951073030435,0.641824735987559,0.8522729586070928,0.5470098666473331,0.5325566724024063,1.7084987931766586,0.9098724320976884,-6.842149455450524,714.6753475626901,0.5171708198277805,-0.6699213779083073,0.5171708198277805,0.8279895152079042,0.0007434518635104439,0.0006001470575386237,0.0027858548402495513
ID_DdAycp_Jan,Jan,3204.362,598.0725,2605.0,4452.0,2949.0,2975.0789,722.9378,2270.0,4593.0,2675.0,2858.986,805.7546,2052.0,4651.0,2530.0,2812.176,993.54034,1829.0,5001.0,2409.0,2900.0535,969.5045,1902.0,4977.0,2523.0,3602.7424,974.3813,2418.0,5680.0,3280.0,4013.965,1036.1315,2688.0,6226.0,3689.0,3744.1245,960.3139,2503.0,5899.0,3467.0,4267.121,1109.4064,2756.0,6616.0,3955.0,1481.3564,204.00487,1242.0,1942.0,1418.0,3391.897,1199.2267,1933.0,6156.0,3056.0,2664.8323,1071.5857,1456.0,5215.0,2330.0,Palm,2,DdAycp,ID_DdAycp,1,1,0.142145482806958,-1.374627285056963,0.21320196489126061,-0.13404871840324345,-0.04935908615185646,0.16840372523653147,0.12703919130402586,9.605086626269516,82.15341501527645,0.13404871840324345,-0.012502255200114191,0.8252018217744864,0.1712471941366512,0.9059252703802986,0.04935908615185646,0.2910535960802103,0.3095987528445401,1.331397643675218,0.9059252703802986,1.0406063198630564,0.9836270621821863,1.031248933210439,1.2423020471863708,1.1141415495040667,1.1396845911507483,1.2728369436230564,840.7442466666666,1034.86015,1135.4062,993.3391,2882.0802999999996,4005.62275,3028.36465,3505.586966666667,1829.0,2503.0,1456.0,1902.0,5001.0,6616.0,6156.0,6226.0,3172.0,4113.0,4700.0,4324.0,2538.0,3711.0,2693.0,3164.0,0.8806139093348649,0.926447704043023,0.8892588281929654,0.9025592661329781,0.49999999999999994,0.8660254037844387,2,4,0.35329948765653363,0.2564855682550086,0.3535563432498098,2.73428102788409,2.356771873751498,3.1846870150025866,0.24888462695753333,0.22201202916210058,1492.9849349860617,730.5526947985089,0.02910086313544896,0.09232381448972705,0.169765678559008,0.1606793184137674,7.942069373187462,8.228210139724506,8.129439407706895,0.284290965613916,0.142145482806958,0.8049572181458213,0.897552021504921,0.7224909783717596,0.7195086706555178,1.3227015940765257,0.9516952656279354,-5.0914015173360925,238.22201066122824,0.23622354509857307,-0.7650073388046077,0.23622354509857305,0.893726545475614,0.00039252301696520207,0.00037103009528827424,0.0003320041440447389
ID_ZUfp59_Jan,Jan,3119.697,593.1587,2584.0,4595.0,2810.0,2963.4856,760.8518,2267.0,4807.0,2545.0,2873.6848,825.24554,2106.0,4921.0,2407.0,2775.5137,1036.3043,1833.0,5394.0,2203.0,2971.7017,956.51917,2076.0,5426.0,2459.0,4060.8901,764.5111,3149.0,6162.0,3720.0,4644.361,733.7125,3666.0,6738.0,4364.0,4438.594,701.91754,3415.0,6423.0,4191.0,5034.122,734.9859,4006.0,7233.0,4757.0,1579.0842,170.7632,1394.0,2042.0,1495.0,3862.2644,1052.2502,2730.0,6633.0,3372.0,2835.8235,1114.4021,1759.0,5613.0,2238.0,Palm,2,ZUfp59,ID_ZUfp59,1,1,0.23053167060425228,-3.668130745541689,0.34577354081220524,-0.2140111506689269,-0.06943012062463323,0.22032973774188794,0.19795327465812193,7.476972597712394,189.06655566061673,0.2140111506689269,-0.022117612018580663,0.8869736476344527,0.2634523801831442,0.8701549184268712,0.06943012062463323,0.4936203051605079,0.5445653608217575,1.5991972945404664,0.8701549184268712,1.0312493562272382,0.9658379026120053,1.0706852933206563,1.3665200985684398,1.1436805443220441,1.134170415226083,1.3619551428359347,874.13388,718.45172,1083.3261499999999,818.2475900000001,2870.8947000000003,4736.358,3349.04395,3892.3176,1833.0,3415.0,1759.0,2076.0,5394.0,7233.0,6633.0,6738.0,3561.0,3818.0,4874.0,4662.0,2385.0,4474.0,2805.0,3514.3333333333335,0.8307514727029173,0.9446076500129424,0.8375524603073662,0.9028896648447531,0.49999999999999994,0.8660254037844387,2,4,0.3733738730959966,0.15813961358033649,0.2724438544393802,2.9427168576104745,1.8808199121522693,2.4296703296703295,0.3746598934421854,0.3745397342868931,2553.8173966053623,728.7224779018946,0.032748329406977104,0.08890837373071513,0.21671955689838676,0.21811574045065912,7.928951354939253,8.398318209803806,8.259267804538425,0.46106334120850456,0.23053167060425228,0.7317857974043671,0.8743700371267437,0.6398515748452801,0.6061397174791264,1.4142418166832358,0.8572281352115431,-13.38929703736983,525.5968480038714,0.3588019378655652,-0.7242572474746715,0.3588019378655652,0.8586814737396458,0.00041405691814896636,0.0003877935660973803,0.0003735647990636972
ID_X9dg4u_Jan,Jan,2532.5437,27.958153,2510.0,2741.0,2527.0,2221.0288,35.49464,2179.0,2714.0,2216.0,2044.403,51.81879,1962.0,2542.0,2036.0,1791.2422,55.508163,1722.0,2464.0,1778.0,1976.6151,97.37518,1824.0,2395.0,1958.0,2804.4448,276.67703,2311.0,3534.0,2757.0,3181.6917,363.746,2550.0,4127.0,3122.0,2996.8296,365.1805,2341.0,4017.0,2915.0,3405.1946,440.22015,2682.0,4507.0,3342.0,1310.584,49.006084,1248.0,1411.0,1299.0,2319.7527,329.91885,1865.0,3125.0,2244.0,1610.607,164.48369,1380.0,2202.0,1555.0,Rubber,3,X9dg4u,ID_X9dg4u,2,1,0.2517897496858757,-1.0348627051772383,0.37764518848814177,-0.1889273270191897,-0.12735190801052773,0.3008663429031232,0.20513237032674758,5.503579541561899,219.51748938152983,0.1889273270191897,-0.08447620778972555,0.6435044029159561,0.37523336012980524,0.7740689360516193,0.12735190801052773,0.5161422170659327,0.46587028095732586,1.6730454429892285,0.7740689360516193,1.08639480572079,0.8761688375530655,1.1034884618060026,1.4188117858656448,1.134517498793344,1.1362656722290783,1.440297167465434,47.60719766666667,402.700325,247.20127000000002,245.93273666666664,2018.8913333333333,3201.0121,1965.17985,2654.2505333333334,1722.0,2341.0,1380.0,1824.0,2714.0,4507.0,3125.0,4127.0,992.0,2166.0,1745.0,2303.0,2010.0,3128.5,1899.5,2612.3333333333335,0.9955959326851669,0.9773471334269558,0.9665781989368556,0.9842075194207993,0.49999999999999994,0.8660254037844387,2,4,0.030988641848656764,0.12185561034234312,0.14222156094483693,1.4308943089430894,1.7159333618111918,1.675603217158177,0.40224748773698593,0.4130528459030036,1972.7861382509927,726.5561422234549,0.10700232819976943,0.09020823779430397,0.2551632784751386,0.23223805914004178,7.491222740652093,8.005643839155281,7.749646851696364,0.5035794993717514,0.2517897496858757,0.7048151206256582,0.8814319753230648,0.6212465840106381,0.6307040617976212,1.6288647067086506,1.0273315866399368,-3.862133267331248,601.0005993000357,0.4444589130778411,-0.7133489368887789,0.4444589130778411,0.814697066034911,0.0007212171551688369,0.0005816559441743252,0.00143162120577229
